fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Linen,autumn,Casual Outing,Daily Wear,8,6,10,9,Medium,Light,No,8.18,2
Cotton,humid,Christmas,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,summer,New Year,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,summer,Christmas,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,autumn,Eid,Sports,9,7,9,8,Low,Light,Yes,8.18,2
Khadi,rainy,Diwali,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Linen,autumn,Interview,Daily Wear,8,6,10,9,Medium,Light,No,8.18,2
Cotton,autumn,Navratri,Sports,9,7,9,8,Low,Light,Yes,8.18,2
Khadi,rainy,Onam,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Cotton,autumn,Durga Puja,Sports,9,7,9,8,Low,Light,Yes,8.18,2
Khadi,winter,Pongal,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Khadi,winter,Holi,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Khadi,winter,Casual Outing,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Cotton,autumn,Graduation,Sports,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,summer,Date Night,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Khadi,rainy,Pongal,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Linen,autumn,Office Event,Daily Wear,8,6,10,9,Medium,Light,No,8.18,2
Cotton,summer,Diwali,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,autumn,Holi,Sports,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,humid,Wedding,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Cotton,humid,Date Night,Work/Labor,9,7,9,8,Low,Light,Yes,8.18,2
Khadi,rainy,,Daily Wear,8,7,8,10,Medium,Medium,Yes,8.18,2
Linen,summer,,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,summer,Casual Outing,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,summer,Interview,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,humid,Casual Outing,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,summer,Office Event,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,humid,Interview,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,humid,,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Linen,humid,Office Event,Work/Labor,8,6,10,9,Medium,Light,No,8.17,2
Khadi,autumn,Holi,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,autumn,,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,autumn,Casual Outing,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,autumn,Diwali,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Linen,autumn,Interview,Office,8,6,10,9,Medium,Light,No,8.15,2
Linen,autumn,Casual Outing,Office,8,6,10,9,Medium,Light,No,8.15,2
Linen,autumn,Office Event,Office,8,6,10,9,Medium,Light,No,8.15,2
Khadi,summer,Holi,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Linen,autumn,,Office,8,6,10,9,Medium,Light,No,8.15,2
Muslin,humid,Onam,Outdoor,9,5,10,9,Low,Light,No,8.15,2
Muslin,summer,Onam,Outdoor,9,5,10,9,Low,Light,No,8.15,2
Khadi,summer,Casual Outing,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,summer,,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,summer,Onam,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,summer,Pongal,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,autumn,Pongal,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,autumn,Onam,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Khadi,summer,Diwali,Office,8,7,8,10,Medium,Medium,Yes,8.15,2
Denim,rainy,Holi,Outdoor,6,9,5,6,Medium,Heavy,No,8.13,3
Denim,rainy,,Outdoor,6,9,5,6,Medium,Heavy,No,8.13,3
Denim,rainy,Casual Outing,Outdoor,6,9,5,6,Medium,Heavy,No,8.13,3
Khadi,autumn,,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,summer,Casual Outing,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Bamboo,winter,,Sports,9,6,9,10,Medium,Light,Yes,8.12,2
Khadi,summer,Pongal,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,autumn,Diwali,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,summer,Diwali,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,summer,,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Cotton,rainy,Onam,Office,9,7,9,8,Low,Light,Yes,8.12,2
Bamboo,winter,Casual Outing,Sports,9,6,9,10,Medium,Light,Yes,8.12,2
Cotton,rainy,Casual Outing,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Interview,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Office Event,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Pongal,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,,Office,9,7,9,8,Low,Light,Yes,8.12,2
Khadi,autumn,Holi,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,summer,Holi,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,autumn,Pongal,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Khadi,summer,Onam,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Cotton,rainy,Graduation,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Holi,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Eid,Office,9,7,9,8,Low,Light,Yes,8.12,2
Khadi,autumn,Onam,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Cotton,rainy,Navratri,Office,9,7,9,8,Low,Light,Yes,8.12,2
Cotton,rainy,Durga Puja,Office,9,7,9,8,Low,Light,Yes,8.12,2
Khadi,autumn,Casual Outing,Travel,8,7,8,10,Medium,Medium,Yes,8.12,2
Denim,winter,,Work/Labor,6,9,5,6,Medium,Heavy,No,8.11,3
Denim,winter,Holi,Work/Labor,6,9,5,6,Medium,Heavy,No,8.11,3
Denim,winter,Casual Outing,Work/Labor,6,9,5,6,Medium,Heavy,No,8.11,3
Cotton,rainy,Eid,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,autumn,Date Night,Outdoor,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Holi,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Graduation,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Pongal,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Navratri,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,autumn,New Year,Outdoor,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Office Event,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Durga Puja,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,autumn,Wedding,Outdoor,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Onam,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,autumn,Diwali,Outdoor,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Casual Outing,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,rainy,Interview,Daily Wear,9,7,9,8,Low,Light,Yes,8.1,2
Cotton,autumn,Christmas,Outdoor,9,7,9,8,Low,Light,Yes,8.1,2
Muslin,rainy,Onam,Loungewear,9,5,10,9,Low,Light,No,8.08,2
Cotton,rainy,Graduation,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Eid,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Graduation,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Graduation,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Graduation,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Interview,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Graduation,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Eid,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Eid,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Interview,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Interview,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Interview,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Interview,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Eid,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Office Event,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Holi,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Holi,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Office Event,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Eid,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Casual Outing,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Office Event,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Casual Outing,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Pongal,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Pongal,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Casual Outing,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Casual Outing,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Office Event,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Pongal,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Office Event,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Holi,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Holi,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Holi,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Casual Outing,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Pongal,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Navratri,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Onam,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Onam,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Onam,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Onam,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Onam,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Pongal,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Navratri,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Durga Puja,Beach,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Durga Puja,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Navratri,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Navratri,Yoga/Meditation,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Navratri,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Durga Puja,Travel,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Durga Puja,Ethnic Wear,9,7,9,8,Low,Light,Yes,8.07,2
Cotton,rainy,Durga Puja,Formal,9,7,9,8,Low,Light,Yes,8.07,2
Khadi,autumn,,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Cotton,winter,Eid,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Linen,winter,Casual Outing,Formal,8,6,10,9,Medium,Light,No,8.05,2
Cotton,autumn,Diwali,Work/Labor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,autumn,Diwali,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Cotton,winter,Holi,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Linen,winter,Casual Outing,Beach,8,6,10,9,Medium,Light,No,8.05,2
Linen,winter,Office Event,Formal,8,6,10,9,Medium,Light,No,8.05,2
Cotton,autumn,Wedding,Work/Labor,9,7,9,8,Low,Light,Yes,8.05,2
Cotton,winter,Casual Outing,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Cotton,winter,Office Event,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Cotton,winter,Durga Puja,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Linen,winter,Interview,Beach,8,6,10,9,Medium,Light,No,8.05,2
Khadi,summer,Pongal,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Khadi,summer,Diwali,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Khadi,autumn,Holi,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Cotton,winter,Navratri,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Linen,winter,Interview,Formal,8,6,10,9,Medium,Light,No,8.05,2
Cotton,winter,Interview,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,summer,Holi,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Linen,winter,Office Event,Beach,8,6,10,9,Medium,Light,No,8.05,2
Cotton,autumn,Christmas,Work/Labor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,summer,Onam,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Khadi,autumn,Casual Outing,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Khadi,autumn,Pongal,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Cotton,winter,Graduation,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Cotton,autumn,Date Night,Work/Labor,9,7,9,8,Low,Light,Yes,8.05,2
Linen,winter,,Beach,8,6,10,9,Medium,Light,No,8.05,2
Cotton,winter,Pongal,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Cotton,winter,Onam,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,summer,,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Khadi,summer,Casual Outing,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Linen,winter,,Formal,8,6,10,9,Medium,Light,No,8.05,2
Cotton,winter,,Outdoor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,autumn,Onam,Outdoor,8,7,8,10,Medium,Medium,Yes,8.05,2
Cotton,autumn,New Year,Work/Labor,9,7,9,8,Low,Light,Yes,8.05,2
Khadi,autumn,Holi,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Pongal,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Wedding,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Interview,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,winter,Casual Outing,Daily Wear,8,6,10,9,Medium,Light,No,8.02,2
Linen,rainy,Interview,Beach,8,6,10,9,Medium,Light,No,8.02,2
Khadi,summer,Onam,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Office Event,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,humid,Pongal,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Christmas,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Diwali,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Diwali,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,winter,Office Event,Daily Wear,8,6,10,9,Medium,Light,No,8.02,2
Khadi,humid,,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Eid,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Wedding,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,winter,Interview,Daily Wear,8,6,10,9,Medium,Light,No,8.02,2
Linen,rainy,Casual Outing,Formal,8,6,10,9,Medium,Light,No,8.02,2
Linen,winter,,Daily Wear,8,6,10,9,Medium,Light,No,8.02,2
Khadi,autumn,,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Casual Outing,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,humid,Casual Outing,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Onam,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Graduation,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Navratri,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,humid,Onam,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Muslin,humid,Onam,Work/Labor,9,5,10,9,Low,Light,No,8.02,2
Khadi,autumn,Durga Puja,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Navratri,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Date Night,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,humid,Diwali,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,New Year,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Interview,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Muslin,summer,Onam,Work/Labor,9,5,10,9,Low,Light,No,8.02,2
Linen,rainy,,Beach,8,6,10,9,Medium,Light,No,8.02,2
Linen,rainy,,Formal,8,6,10,9,Medium,Light,No,8.02,2
Khadi,summer,Durga Puja,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Casual Outing,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Pongal,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Eid,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,Date Night,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,rainy,Office Event,Beach,8,6,10,9,Medium,Light,No,8.02,2
Khadi,autumn,Graduation,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,rainy,Office Event,Formal,8,6,10,9,Medium,Light,No,8.02,2
Linen,rainy,Interview,Formal,8,6,10,9,Medium,Light,No,8.02,2
Khadi,summer,Office Event,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,rainy,Casual Outing,Beach,8,6,10,9,Medium,Light,No,8.02,2
Khadi,autumn,Christmas,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,summer,Holi,Sports,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,autumn,New Year,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Khadi,humid,Holi,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.02,2
Linen,winter,Interview,Office,8,6,10,9,Medium,Light,No,8.0,2
Cotton,winter,Onam,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Linen,rainy,,Daily Wear,8,6,10,9,Medium,Light,No,8.0,2
Linen,rainy,Casual Outing,Daily Wear,8,6,10,9,Medium,Light,No,8.0,2
Cotton,winter,Interview,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Khadi,winter,Holi,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Linen,winter,,Office,8,6,10,9,Medium,Light,No,8.0,2
Cotton,winter,Holi,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Cotton,winter,,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Khadi,winter,Pongal,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,winter,,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,rainy,,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,winter,Diwali,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Cotton,winter,Pongal,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Cotton,winter,Navratri,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Khadi,rainy,Holi,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Linen,rainy,Interview,Daily Wear,8,6,10,9,Medium,Light,No,8.0,2
Khadi,rainy,Casual Outing,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Linen,winter,Office Event,Office,8,6,10,9,Medium,Light,No,8.0,2
Cotton,winter,Office Event,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Cotton,winter,Eid,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Linen,winter,Casual Outing,Office,8,6,10,9,Medium,Light,No,8.0,2
Cotton,winter,Casual Outing,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Khadi,winter,Casual Outing,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,rainy,Onam,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Bamboo,rainy,Casual Outing,Sports,9,6,9,10,Medium,Light,Yes,8.0,2
Khadi,rainy,Pongal,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,winter,Onam,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Khadi,rainy,Diwali,Work/Labor,8,7,8,10,Medium,Medium,Yes,8.0,2
Linen,rainy,Office Event,Daily Wear,8,6,10,9,Medium,Light,No,8.0,2
Bamboo,rainy,,Sports,9,6,9,10,Medium,Light,Yes,8.0,2
Cotton,winter,Graduation,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Cotton,winter,Durga Puja,Work/Labor,9,7,9,8,Low,Light,Yes,8.0,2
Denim,winter,Holi,Outdoor,6,9,5,6,Medium,Heavy,No,7.99,3
Denim,winter,Casual Outing,Outdoor,6,9,5,6,Medium,Heavy,No,7.99,3
Denim,winter,,Outdoor,6,9,5,6,Medium,Heavy,No,7.99,3
Linen,rainy,Interview,Office,8,6,10,9,Medium,Light,No,7.98,2
Linen,rainy,Casual Outing,Office,8,6,10,9,Medium,Light,No,7.98,2
Linen,rainy,Office Event,Office,8,6,10,9,Medium,Light,No,7.98,2
Linen,rainy,,Office,8,6,10,9,Medium,Light,No,7.98,2
Denim,autumn,,Work/Labor,6,9,5,6,Medium,Heavy,No,7.96,3
Denim,autumn,Casual Outing,Work/Labor,6,9,5,6,Medium,Heavy,No,7.96,3
Denim,autumn,Holi,Work/Labor,6,9,5,6,Medium,Heavy,No,7.96,3
Cotton,rainy,Durga Puja,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Pongal,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Onam,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Interview,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Graduation,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Eid,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Navratri,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Casual Outing,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Holi,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Office Event,Outdoor,9,7,9,8,Low,Light,Yes,7.92,2
Cotton,rainy,Onam,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Navratri,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Durga Puja,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Pongal,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Eid,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Denim,rainy,Holi,Travel,6,9,5,6,Medium,Heavy,No,7.88,3
Denim,rainy,,Travel,6,9,5,6,Medium,Heavy,No,7.88,3
Cotton,rainy,Graduation,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Office Event,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Casual Outing,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Denim,rainy,Casual Outing,Travel,6,9,5,6,Medium,Heavy,No,7.88,3
Cotton,rainy,Interview,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Cotton,rainy,Holi,Work/Labor,9,7,9,8,Low,Light,Yes,7.88,2
Denim,autumn,Casual Outing,Outdoor,6,9,5,6,Medium,Heavy,No,7.84,3
Denim,autumn,,Outdoor,6,9,5,6,Medium,Heavy,No,7.84,3
Denim,autumn,Holi,Outdoor,6,9,5,6,Medium,Heavy,No,7.84,3
Denim,rainy,Holi,Daily Wear,6,9,5,6,Medium,Heavy,No,7.8,3
Denim,rainy,,Daily Wear,6,9,5,6,Medium,Heavy,No,7.8,3
Denim,rainy,Casual Outing,Daily Wear,6,9,5,6,Medium,Heavy,No,7.8,3
Silk,winter,Eid,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Pongal,Party,8,5,6,7,Premium,Light,No,7.73,3
Denim,winter,,Travel,6,9,5,6,Medium,Heavy,No,7.73,3
Denim,winter,Casual Outing,Travel,6,9,5,6,Medium,Heavy,No,7.73,3
Silk,winter,Onam,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Durga Puja,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Wedding,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Diwali,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,New Year,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Christmas,Party,8,5,6,7,Premium,Light,No,7.73,3
Silk,winter,Graduation,Party,8,5,6,7,Premium,Light,No,7.73,3
